SchoolName,DataID
NIKO BRUMMER PRIMARY SCHOOL,8JJD6RXZ9K
NKAZIMLO PRIMARY SCHOOL,MMFBR2RN2R
NKQUBELA PRIMARY SCHOOL,4CY0EA6T32
NOBANTU PRIMARY SCHOOL,TI4652FTEU
NOLUNGILE PRIMARY SCHOOL,5YJL4E20NM
NOLUTHANDO SCHOOL FOR THE DEAF,LOPSC59MVX
NOMLINGANISELO PRIMARY SCHOOL,7WMTOV4YAI
NOMPUMELELO SKOOL,IFR3287A3U
NOMSA MAPONGWANA PRIMARY SCHOOL,1FURNAOO48
NOMZAMO HIGH SCHOOL,KT2RDNBFFN
NOMZAMO PRIMARY SCHOOL,0ZT0APZV5B
NONDZAME PRIMARY SCHOOL (S.A.),RALSA9B0JL
NOOITGEDACHT PRIMARY SCHOOL,J458WZERTV
NOORD-EIND PRIMÊRE SKOOL,J569BB9HWU
NOORDER-PAARL SEKONDÊR,A4VPMK17AL
NOORDHOEK NGK PRIMÊRE SKOOL,0TC1NUAN7A
NOORDHOEK PRIMÊRE SKOOL,253AQ9Z9OH
NORMA ROAD PRIMARY SCHOOL,995BXJGX8J
NORMAN HENSHILWOOD HIGH SCHOOL,VSQF8KYHZX
NORTHPINE PRIMARY SCHOOL,QT8YUS305O
NORTHPINE TECHNICAL HIGH SCHOOL,8WJGSKZT2Z
NORTHRIDGE NGK PRIMÊRE SKOOL,MSXC33TDKC
NORTHWAY PRIMÊRE SKOOL,1TZMUN0GI8
NORTHWOOD PRIMARY SCHOOL,MIXSV4LYX7
NORWOOD SENTRAAL PRIMARY SCHOOL,YDFUV2QRQQ
NOWERS HIGH SCHOOL ACADEMY,XO63R7FSKF
NOXOLO XAUKA PRIMARY SCHOOL,WXLW09SJ9H
NTWASAHLOBO PRIMARY SCHOOL,RYB4CV05BJ
NUHOOP NGK PRIMÊRE SKOOL,8BNLEFRZ5M
NUWE HOOP-SENTRUM,11LF60T07Z
NUWEFONTEIN PRIMÊRE SKOOL,1SFGD50P2W
NUWERUS HOËRSKOOL,I0Q4B6TSXD
NUYSTASIE NGK PRIMÊRE SKOOL,YXJJNQXPCS
NYAMEKO PRIM,RE7EQP2DGF
O.J. ERASMUS NGK PRIMÊRE SKOOL,YK7JUUAVR9
OAKDALE LANDBOUSKOOL,W0R2SE4TQK
OAKHURST GIRLS' PRIMARY SCHOOL,NCDJRVEAXP
OAKLANDS SEKONDÊR,3ZUF53JEVY
OASIS SPECIAL SCHOOL,6RX80DUOVK
OBSERVATORY JUNIOR,ZCQMW2GEPJ
OCEAN VIEW SECONDARY SCHOOL,7SPDH2F4NM
OCEAN VIEW SKOOL,SJ7FVWDQLM
OKER PRIMÊRE SKOOL,EKVHN5A1ZM
OKKIE SMUTS PRIMARY SCHOOL,YTAFSVO8RO
OKLAHOMASTRAAT PRIMÊRE SKOOL,IBRMYXK9SC
OLIFANTSVALLEI PRIMÊRE SKOOL,TN1I4UTLQM
OLYMPIA SKOOL,HLK58T8K4F
ORANJEKLOOF MOR PRIMARY SCHOOL,J0ZKECS3BF
ORCHARD PRIMÊRE SKOOL,QXEHCMQXIS
ORLEANSVALE PRIMÊRE SKOOL,C5B888TF07
OSCAR MPETHA HIGH SCHOOL,H8F5J8GPI0
OTTERY ROAD (METH) PRIMARY SCHOOL,QMSWRLVD52
OUDE MOLEN HTS.,SSUAZR9ELU
OUDTSHOORN HOËRSKOOL,G5LI1WTM4D
OUDTSHOORN SCHOOL OF SKILLS,41T7A3NTYH
OUPLAAS EK PRIMÊRE SKOOL,O0K9KFBKE4
OUTENIQUA HOËRSKOOL,72GN360ZBP
OUTENIQUA PRIMARY SCHOOL,PQH97EFIZ9
OVAL NORTH SECONDARY SCHOOL,X63VV8TL36
OVERBERG HIGH SCHOOL,NK5X2G5X6J
OVERBERG LAERSKOOL,88MDNAUSGH
OVERHEX NGK PRIMÊRE SKOOL,8JLPGZFTB8
P.C. PETERSEN PRIMÊRE SKOOL,ONHJLRENLF
P.J. BADENHORST PRIMÊRE SKOOL,5QTBEH11OO
P.J.B. CONA PRIMARY SCHOOL,7WP3T0ACKK
P.W. DE BRUIN PRIMÊRE SKOOL,2KY3CKKGRH
PAARDEKLOOF NGK PRIMÊRE SKOOL,2MXUQ78V5Y
PAARDEKOP NGK PRIMÊRE SKOOL,RVZUDVHPX8
PAARL BOYS' PRIMARY SCHOOL,8NA0PE99AI
PAARL GIRLS HOËRSKOOL,STRG39Q8HZ
PAARL VAARDIGHEIDSKOOL,CHKQCHVCPG
PAARL-SKOOL VIR NEURAAL GESTREMDE KINDE,5WAOSV0GT0
PAARLZICHT PRIMÊRE SKOOL,RPAPZMU5Q6
PACALTSDORP PRIMÊRE SKOOL,P91NJDJ1KG
PACALTSDORP SEKONDÊR,4A1P5IFDVA
PALM PARK PRIMARY SCHOOL,9SUMXZGPOW
PANORAMA LAERSKOOL,URSSZ5X7Y6
PANORAMA PRIMÊRE SKOOL (RIVERSDAL),6AQH3EKEWV
PANORAMA PRIMÊRE SKOOL (VREDENBURG),FN3D7OCIEM
PARAGON SCHOOL OF EXCELLENCE,0AZF91WBUO
PARAMOUNT HIGH SCHOOL,YOEINFPSPE
PAREL VALLEI HOËRSKOOL,SC0VKMSCKB
PARK LAERSKOOL MOSSELBAAI,427JF933BQ
PARKDENE PRIMARY SCHOOL (KRAAIFONTEIN),H9P2WFDYKF
PARKDENE PRIMÊRE SKOOL (GEORGE),H1T0MYS6GK
PARKDENE SEKONDÊR,G7XMWTVFFX
PARKFIELDS PRIMARY SCHOOL,QTTQPUJ17S
PARKHURST PRIMARY SCHOOL,RP77GFTPSD
PARKVALE PRIMÊRE SKOOL,SJOI0NCWLK
PARKVIEW PRIMÊRE SKOOL,VYXPCO0VSJ
PARKWOOD PRIMARY SCHOOL,UBQA98KOHF
PARLIAMENT STREET PRIMARY SCHOOL,Z8EJS7VQA5
PAROW HOËRSKOOL,XKW0KK37AQ
PAROW INKLUSIEWE SKOOL,KWGITI9DJT
PAROW VALLEY PRIMARY SCHOOL,9PWY5AH1QB
PAROW-NOORD PRIMARY SCHOOL,ZMVPCB1W12
PAROW-OOS LAERSKOOL,JU2VL8MAEF
PAROW-WES PRIMARY SCHOOL,HLVE3KWAA7
PAUL GREYLING PRIMÊRE SKOOL,HL9M6SJXM9
PAUL ROOS GIMNASIUM,LQM912WR79
PAULUS JOUBERT PRIMÊRE SKOOL,ZLWIZ09P9M
PAULUS JOUBERT SEKONDÊR,94MI8CFN99
PAUW GEDENK PRIMARY SCHOOL,T8F0L97DKC
PEAK VIEW SEKONDÊR,VWAN9X37ST
PELICAN PARK HIGH SCHOOL,XTACJ8XSK5
PELICAN PARK PRIMARY,81YHJVIR5O
PELLA MOR PRIMÊRE SKOOL,DGU9KC7KQK
PERCY MDALA HIGH SCHOOL,EJX5914RA0
PERIVALE PRIMARY SCHOOL,KVU7ZCI9I6
PERSERVERANCE PRIMARY SCHOOL,ZPRSNRI2RA
PERSEVERANCE JUNIOR HIGH SCHOOL,4SZ971QCJO
PERSEVERANCE SEK,IIENUIOD7I
PETRA GEDENK PRIMÊRE SKOOL,ZLU9BW66NP
PETUNIA PRIMARY SCHOOL,T2PSZ3RPP9
PHAKAMA SECONDARY SCHOOL,8FDY5ZQWYA
PHAKAMISANI PRIMARY SCHOOL,ES5Z7KGXN1
PHANDULWAZI HIGH SCHOOL,ARZ48FMYHB
PHILADELPHIA PRIMARY SCHOOL,SMAJ43NS0J
PHILLIPI SECONDARY SCHOOL,G90UQVNXAH
PHOENIX SEKONDÊR,25MULIZ6QY
PIET HUGO GEDENK NGK PRIMÊRE SKOOL,PZIHWAI1YH
PIETER LANGEVELDT PRIMÊRE SKOOL,WRH5A146SP
PIETERSFONTEIN NGK PRIMÊRE SKOOL,TZVGX9ZQ8B
PIKETBERG HOËRSKOOL,M0WCYK7OTI
PINEDENE PRIMARY SCHOOL,G76JYCCLH5
PINEHURST PRIMARY SCHOOL,JEC6QZ7UYR
PINELANDS HIGH SCHOOL,Z29RD7G0CA
PINELANDS NORTH PRIMARY SCHOOL,LS2DGXXN62
PINEVIEW PRIMÊRE SKOOL,EWK46ROE19
PIONIER-SKOOL,ODXATNKMWI
PLANTATION PRIMARY SCHOOL,RYAHJDF53E
PLETTENBERG BAY PRIMARY SCHOOL,F5IVY9GFKB
PLETTENBERGBAAI SEKONDÊR,O9MDQ64DDV
PLUMSTEAD HIGH SCHOOL,UMN39PCRNF
PLUMSTEAD PREPARATORY,PXYNLO9AG6
PNIEL PRIMÊRE SKOOL,KA9CWKIFUD
PORTAVUE PRIMARY SCHOOL,S6C4VTZNIA
PORTERVILLE HOËRSKOOL,EKMA8RU9L3
PORTERVILLE PRIMÊRE SKOOL,WN4RGQPLHE
PORTIA PRIMARY SCHOOL,JXU8J0YTO6
PORTLAND PRIMARY SCHOOL,UMRCQ38IC4
PORTLAND SECONDARY SCHOOL,98M04IBG66
POSITIVE BEHAVIOUR INTERVENTION AND RESOURCE CENTR,1Q24M8ZCCX
PRESIDENT HOËRSKOOL,VRD17KGSHM
PRESTWICH STREET PRIMARY SCHOOL,WWCOLV22CS
PRIMROSE PARK PRIMARY SCHOOL,ENY8E9S3TQ
PRINCE GEORGE PRIMARY SCHOOL,1MLT3DZZPX
PRINCETON HIGH SCHOOL,AEVDQP0JYO
PRINS ALBERT PRIMÊRE SKOOL,QSOKRTFH5U
PROSPECT NGK PRIMÊRE SKOOL,FO8XFVVHCR
PROTEA HEIGHTS ACADEMY,Z3G4PC91PI
PROTEA HOËRSKOOL,X92C3SQR7P
PROTEA PARK PRIMÊRE SKOOL,JFBILG5KNJ
PROTEA PRIMARY SCHOOL (BONTEHEUWEL),C0OKWC81AC
PROTEA PRIMÊRE SKOOL,T7KR076PJF
PROTEM NGK PRIMÊRE SKOOL,DQZL3AAYGD
PROTEUS SEKONDÊR,XZKOPMWVHR
PUNT HOËRSKOOL,CQSZ4SJG4K
QHAYIYA SECONDARY SCHOOL,SZVL22W9RN
QUEENS PARK HIGH SCHOOL,WVFFKNC19O
R.R. FRANKS PRIMÊRE SKOOL,RM4TG99B53
RABIE PRIMÊRE SKOOL,VEACT6L417
RAHMANIYEH PRIMARY SCHOOL,BD5820VZEK
RAINBOW PRIMARY SCHOOL,Z2UPMUG8VS
RAITHBY PRIMÊRE SKOOL,GYSVUOR5G7
RANGE PRIMARY SCHOOL,NCDJJT3T3Q
RANGE SEKONDÊR,H20BIBQ1YE
RAVENSMEAD SEKONDÊR,4H1WBIAS02
RAWSONVILLE PRIMÊRE SKOOL,SYZDLIS5PQ
RED CROSS CHILDREN'S HOSPITAL,BKOJ9DDOUC
RED RIVER PRIMARY SCHOOL,KMZ1I457OZ
REDLANDS PRIMÊRE SKOOL,GRCAMPJ8Y7
REGINA COELI RC PRIMARY SCHOOL,JHU0DNZVPL
RESTVALE MET PRIMÊRE SKOOL,X9GERATUEW
REYGERSDAL PRIMÊRE SKOOL,S7DZ414ZC3
RHEENENDAL PRIMÊRE SKOOL,SORTYQCCCC
RHENISH GIRLS' HIGH SCHOOL,XRL2RDYBW9
RHENISH PRIMARY,3OQ4R78IVY
RHODES HIGH SCHOOL,W44V73765R
RIDGEVIEW PRIMARY SCHOOL,7RZWQ7FXES
RIDGEVILLE PRIMARY SCHOOL,EK4S5WKU5I
RIEBEECK VALLEY SPECIAL SCHOOL,4F16MGVYQE
RIEBEECK-KASTEEL LAERSKOOL,RH3D4E2ZUC
RIEBEECK-WES PRIMÊRE SKOOL,NGRH2C9WKM
RIEBEECKSTRAAT PRIMARY SCHOOL,ZHCM5PWSKK
RIETENBOSCH PRIMÊRE SKOOL,Y4BWQHY89C
RIETFONTEIN NGK PRIMÊRE SKOOL (WORC),9YN3ORLTHP
RIETPOORT RK PRIMÊRE SKOOL,7535XNWJM8
RIETVLEI NR 1 EK PRIMÊRE SKOOL (MONTAGU),WLG6CWDYOW
RIETVLEI NR 2 NGK PRIMÊRE SKOOL,Z94NFHI708
RIO GRANDE PRIMARY SCHOOL,0JSU4ZSBC2
RIVERGATE PRIMARY SCHOOL,32GZ5Z1VPL
RIVERLANDS PRIMÊRE SKOOL,LWKXONGP6S
RIVERTON PRIMÊRE SKOOL,Y8XMX1ZBP6
RIVERVIEW PRIMÊRE SKOOL,7JY6AJMJWP
RIVIERSONDEREND HOËRSKOOL,XWU8KJYCVT
RIVIERSONDEREND PRIMÊRE SKOOL,80GLE87FDH
ROBERTSON HOËRSKOOL,JREP7EK3XE
ROBERTSON LAERSKOOL,ME11J6R5XT
ROBERTSON VOORBEREIDINGSKOOL,3K7I7Z3H6K
ROBINHILL SPECIAL SCHOOL,ABT9TOHWJO
ROBINVALE HIGH SCHOOL,D23NDAUJDX
ROCKLANDS PRIMARY SCHOOL,Y1SG635Y1V
ROCKLANDS SECONDARY SCHOOL,HWZVL3E1HW
RODEWAL UCC PRIMÊRE SKOOL,R2NLVRH8MT
RONDEBOSCH BOYS' HIGH SCHOOL,LFFSW6IQ60
RONDEBOSCH BOYS' PREPARATORY,GL9R5BL4G9
RONDEBOSCH EAST PRIMARY SCHOOL,SNIKCHRW3U
RONDEHEUWEL PRIMÊRE SKOOL,5X8DMJ3122
RONWE PRIMÊRE SKOOL,6C4KYV56GV
ROODEWAL PRIMÊRE SKOOL,47QJK0INKG
ROODEZANDT SEKONDÊR,I76WOF0TBW
ROOIBERG SSKV PRIMÊRE SKOOL,GZD9SD2UUT
ROOIHEUWEL VGK PRIMÊRE SKOOL,E272VLZ3MW
ROOIRIVIER VGK PRIMÊRE SKOOL,DQ3Y426KKL
ROSEBANK JUNIOR,P3MJRFUJK6
ROSEMOOR PRIMÊRE SKOOL,D31FAJ95HT
ROSENDAAL HIGH SCHOOL NO.2,PGRW5PKC79
ROSENDAAL SEKONDÊR,H0QYM4YXI3
ROSENDAL LAERSKOOL,3BADENW0AR
ROSEWOOD PRIMARY SCHOOL,T9OWH3XV5U
ROSMEAD CENTRAL PRIMARY SCHOOL,AB1FJ5SS6Q
ROUXVILLE PRIMARY SCHOOL,SGU2ZPHT6E
RUIGTEVLEI PRIMÊRE SKOOL,PJIO639ZZK
RUITERBOS LAERSKOOL,FMVNUPHO10
RUSTENBURG GIRLS' HIGH SCHOOL,LJ6FD8AAJT
RUSTENBURG GIRLS' JUNIOR SCHOOL,ISVDON7R0A
RUSTHOF PRIMÊRE SKOOL,NX8YNL8K7V
RUSTHOF SEKONDÊR,CGQM9FREF5
RUSTHOF SKOOL,85SR5SFRLU
RUSTSTASIE PRIMÊRE SKOOL,2TZL7FW4VE
RUYTERWACHT VOORBEREIDINGSKOOL,KNQ8D6T687
RYLANDS HIGH SCHOOL,27F0IKQU56
RYLANDS PRIMARY SCHOOL,2KUMOIEQAO
S.A. COLLEGE HIGH SCHOOL,R95976KOVE
S.A. COLLEGE JUNIOR SCHOOL,LMQATKGUQC
SAAMBOU PRIMÊRE SKOOL,BV7EOEHWIB
SACRED HEART RK PRIMÊRE SKOOL,R1E5RV4LSO
SAFFIER PRIMARY SCHOOL,DXEOJS9GEI
SAKUMLANDELA PRIMARY SCHOOL,65CR5F06OG
SALDANHA LAERSKOOL,ZMXF2EFTS6
SALT RIVER SECONDARY SCHOOL,MPSYW7W9TL
SAMORA MACHEL PRIMARY SCHOOL,6ST4U8UZL7
SANDAALHOUT PRIMARY SCHOOL,ZZJBAXQGFU
SANDBERG NGK PRIMÊRE SKOOL,9ZGM4NQ2VE
SANDHILLS NGK PRIMÊRE SKOOL,O80NJR5YDI
SANDVELD LS,99J12Y38SW
SANS SOUCI GIRLS' HIGH SCHOOL,NOG0KX6WDI
SAO BRAS SEKONDÊR,C9P6YCPQTW
SAREPTA PRIMARY SCHOOL,PKNV7YHPCH
SAREPTA SEKONDÊR,8QCTGS9N0F
SARON PRIMÊRE SKOOL,9UTQSEWC5Y
SATURNUS PRIMÊRE SKOOL,SLHBE7661J
SAXONSEA NO.2 HIGH SCHOOL,WF5NVO18M6
SAXONSEA PRIMÊRE SKOOL,NZT787USBG
SAXONSEA SEKONDÊR,RMGNAZGUSM
SCHEEPERSKRAAL SSKV PRIMÊRE SKOOL,VI0UF2TVKS
SCHERPENHEUWEL PRIMÊRE SKOOL,2J400S3HV7
SCHOONSPRUIT SEKONDÊR,U37V4H0SP1
SCHOTSCHEKLOOF MOS PRIMARY SCHOOL,KKRCZ7HXGQ
SCOTTSDENE HIGH SCHOOL,1XKYNFY6X7
SCOTTSVILLE PRIMARY SCHOOL,BRN007TGF1
SCOTTSVILLE SEKONDÊR,T2HM3A7MNX
SEA POINT HIGH SCHOOL,C6EORF3MW2
SEA POINT PRIMARY SCHOOL,UZJA82PQ30
SEAMOUNT PRIMARY,7HC0KX66CY
SEARIDGE PARK PRIMARY SCHOOL,G45S5KKRTT
SEAVIEW PRIMARY SCHOOL,FXFFV9LEC1
SEDERBERG PRIMÊRE SKOOL,CA0U3LQPPQ
SEDGEFIELD LAERSKOOL,T7DMR14Q0T
SEDGEFIELD PRIMÊRE SKOOL,HIREYVGPDS
SENTINEL PRIMARY SCHOOL,B04UXPRFT0
SENTRAAL HOËRSKOOL,L9GANIR0NF
SEVEN STEPS ACADEMY FOR THE DEAF,41HGMIPOSK
SIBABALWE PRIMARY SCHOOL,I8901O1OOB
SIBELIUS HOËRSKOOL,VRWCHSL6X2
SID G. RULE PRIMARY SCHOOL,SHCZ7L2BMQ
SIGCAWU PUBLIC PRIMARY SCHOOL,86ZVDHIKGO
SIKELELA IMIZAMO PRIMARY SCHOOL,33PW5ZVAUR
SILIKAMVA HIGH SCHOOL,71VFYHYBNU
SILUKHANYO PRIMARY SCHOOL,61U5V1TF3F
SILVERLEA PRIMARY SCHOOL,DHCHS2U0KM
SILVERLEAF PRIMARY SCHOOL,8USFIEXUV4
SILVERSANDS PRIMARY SCHOOL,Z5JSIAMMMI
SILVERSANDS SECONDARY SCHOOL,UBJOL7837J
SILVERSTREAM PRIMARY SCHOOL,EMILF3GQX6
SILVERSTREAM SCHOOL OF SKILLS,3F8S1I7WMR
SIMANYENE SECONDARY SCHOOL,J657UPNI2C
SIMON VAN DER STEL PRIMÊRE SKOOL,6VZ2MU6X3G
SIMON'S TOWN SCHOOL,JBBH8CKJOH
SIMONDIUM PRIMÊRE SKOOL,0NB5GH981S
SIMONSBERG PRIMARY SCHOOL,WNPIVQ5L71
SIMUNYE SEKONDÊR,WDXOIRJCQQ
SINAKO HIGH SCHOOL,98MLAZQAZQ
SINENJONGO HIGH SCHOOL,DKO1BN6VUX
SINETHEMBA SECONDARY SCHOOL,V3BYFHWKZG
SIPHAMANDLA SECONDARY SCHOOL,VFWDHKZ8QD
SIR LOWRY'S PASS PRIMÊRE SKOOL,UA1JPDPL3V
SITHEMBELE MATISO SECONDARY SCHOOL,PP5QUYS85R
SIVILE PRIMARY SCHOOL,7REMM72K8F
SIVIWE SCHOOL OF SKILLS,Q30SW60EYN
SIVUYISENI PUBLIC PRIMARY SCHOOL,Z7249JCZ8J
SIYABULELA PRIMARY SCHOOL,XRRHIGZUEO
SIYAFUNEKA PRIMARY SCHOOL,DOKRQ8LBVZ
SIYAZAKHA PRIMARY SCHOOL,M8NH1YJZMB
SIYAZINGISA PRIMARY SCHOOL,7XLZ5R3XZT
SIZIMISELE SECONDARY SCHOOL,V4P8Q0QAO1
SKURWEBERG SEKONDÊRE SKOOL,PLE6MY4FIV
SLANGHOEK NGK PRIMÊRE SKOOL,76Y74ACWRU
SLANGRIVIER PRIMÊRE SKOOL,78LLCIUOC8
SLOT VAN DIE PAARL PRIMÊRE SKOOL,EX06RB0483
SOBAMBISANA PRIMARY SCHOOL,AUI2OTHUIM
SOETENDAL NGK PRIMÊRE SKOOL,E12Z0X49EU
SOKHANYO PRIMARY SCHOOL,FYIHP01AGQ
SOLOMON MAHLANGU PRIMARY SCHOOL,S9934EQOZ4
SOLOMON QATYANA PRIMARY SCHOOL,RULSEDMWV2
SOMERSET HIGH SCHOOL,O02BBQRZNP
SOMERSET-WES LAERSKOOL,9S4AUOAG93
SOMERSET-WES MET PRIMARY SCHOOL,18KDRKEU2E
SONDEREND PRIMARY SCHOOL,WWYPSU49Y7
SONEIKE HIGH SCHOOL,OE048DOKYD
SONOP PRIMÊRE SKOOL,VY5G090YNY
SONWABO PRIMARY SCHOOL,DRS6Z52GP9
SOPHAKAMA PRIMARY SCHOOL,WOI23XKO0D
SOPHUMELELA SECONDARY SCHOOL,JTPA83MYTY
SOSEBENZA PRIMARY SCHOOL,GTJFCXLFSN
SOUTH PENINSULA HIGH SCHOOL,D4GAZ1UTDB
SOUTHFIELD PRIMARY SCHOOL,97KAPVXH64
SOYISILE PRIMARY SCHOOL,FBFHCPU9SN
SPES BONA HIGH SCHOOL,CUWY54KFNR
SPINE ROAD HIGH SCHOOL,Y5YJ1C6BF8
SPINE VIEW PRIMARY SCHOOL,ZDXABTA0KY
SPRINGDALE PRIMARY SCHOOL,SGLVWL3XXE
SPRUITDRIFT PRIMÊRE SKOOL,HRF7TQCHH9
SPURWING PRIMARY SCHOOL,JY6I7M8I25
SQUARE HILL PRIMARY SCHOOL,IJNVIYJR2U
ST. AGNES'S PRIMARY SCHOOL,LSJBKY4I9Q
ST. ALBANS PRIMÊRE SKOOL,6SOVOUHRRD
ST. ANDREW'S PRIMÊRE SKOOL,XYEES9JS9H
ST. ANDREW'S SEKONDÊR,NH309D3BCR
ST. ANNE'S PRIMARY SCHOOL,F698NYRSW7
ST. ANTHONY'S RC PRIMARY SCHOOL,QUK4X73ORS
ST. AUGUSTINE'S PRIMÊRE SKOOL,1R055YLLZC
ST. AUGUSTINE'S RC PRIMARY SCHOOL,1NQUL14AKW
ST. AUGUSTINE'S RC PRIMARY SCHOOL PAROW,EE1U5F9O08
ST. BLAIZE RK PRIMÊRE SKOOL,VTLLJC7GBL
ST. BONIFACE (RK) PRIMÊRE SKOOL,6SXWAZV4QG
ST. CLEMENTS RC PRIMARY SCHOOL,DTUJLNOWSH
ST. HELENABAAI INTERMEDIATE SCHOOL,02QX0Y1F5X
ST. IDAS RK PRIMÊRE SKOOL,WRI7AFEAHA
ST. JAMES RC PRIMARY SCHOOL,DI7PGUUGCO
ST. JOHN'S EK PRIMÊRE SKOOL,4ED7VKSGWU
ST. JOHN'S RC PRIMARY SCHOOL,F0E3U7M2ZP
ST. JOSEPH'S SCHOOL,TWIY1ZDZAM
ST. KONRAD RK PRIMÊRE SKOOL,JOBV1VHSMS
ST. LUKE'S (EC) SCHOOL,R46UNCJTFN
ST. MARK'S PRIMÊRE SKOOL (WORC),36XX21N1NT
ST. MARY'S (RC) PRIMARY (NYANGA),9MSREJU2L0
ST. MARY'S PRIMARY SCHOOL (GARDENS),2VCLU8TG3C
ST. MARY'S RC PRIMARY SCHOOL(RETREAT),FGPW54AACH
ST. MARY'S RK PRIMÊRE SKOOL (GEORGE),CB41Z62AYA
ST. MATTHEWS PRIMÊRE SKOOL,CQZUC1VE29
ST. MICHAEL'S EK PRIMÊRE SKOOL,1CUJWP5I2D
ST. MICHAEL'S PRIMÊRE SKOOL,GITVKX42SG
ST. PAUL'S EK PRIMÊRE SKOOL (GEORGE),NJTODMYNSO
ST. PAUL'S LAERSKOOL,GA5T4T3MB4
ST. PAUL'S PRIMARY SCHOOL (BO-KAAP),E3BGIK45VE
ST. PAUL'S PRIMÊRE SKOOL,W76OS6LIAE
ST. RAPHAEL'S RC PRIMARY SCHOOL,FO93VOPWMU
ST. THERESA R.C. PRIMARY SCHOOL,6Z2QIRR26F
ST. THOMAS PRIMÊRE SKOOL,T198XTZQM5
ST. VINCENT RC PRIMARY SCHOOL,8HDJFGXM8L
STAR OF THE SEA CONVENT PRIMARY SCHOOL,MW8AML92YG
STARLING PRIMARY SCHOOL,X4L6VS16FU
STAWELKLIP MOR PRIMÊRE SKOOL,ROG2WN879Y
STEENBERG PRIMARY,UB30WWRQ2K
STEENBERG SECONDARY SCHOOL,VJOQIVYQW3
STEENBERG'S COVE PRIMÊRE SKOOL,36C5TBSCA2
STEENVLIET PRIMÊRE SKOOL,AXW15OZ3M6
STEILHOOGTE NGK PRIMÊRE SKOOL,RQE9M9DX54
STEINTHAL SEKONDÊR,AAUVZAVNP0
STELLENBERG HOËRSKOOL,PV68PAOOZG
STELLENBOSCH HOËRSKOOL,K1J1EBH5G1
STELLENBOSCH LAERSKOOL,0SFCK2UAM7
STELLENZICHT SEKONDÊR,OJNUMORF57
STEPHENWEG PRIMARY SCHOOL,Y975I8SBR7
STETTYN PRIMÊRE SKOOL,T6UBHMKXC4
STEYNVILLE PRIMÊRE SKOOL,PPWOZHP85D
STEYNVILLE SEKONDÊR,M4LROXEOZS
STOCKWELL NGK PRIMÊRE SKOOL,ZXW4L9C08K
STRAND HOËRSKOOL,UTL9P5A648
STRAND MOS PRIMARY SCHOOL,Z67SI1YABY
STRAND SEKONDÊR,IR917E3MDI
STRANDFONTEIN PRIMARY SCHOOL,XHYB6USI1N
STRANDFONTEIN SEKONDER,JWHCGWMWR3
STRATFORD PRIMARY SCHOOL,5QXG9AGCOE
STRUISBAAI PRIMÊRE SKOOL,VI54P9MOSJ
SULLIVAN PRIMARY SCHOOL,0891ZZEJ26
SUMMERDALE HIGH SCHOOL,FKUXX67GVI
SUMMIT PRIMARY SCHOOL,ROAOYSA6EZ
SUN VALLEY PRIMARY SCHOOL,2Y6G93AEFP
SUNDERLAND PRIMARY SCHOOL,857673PL6N
SUNLANDS PRIMARY SCHOOL,M80R30KOWZ
SUNNINGDALE PRIMARY SCHOOL,K0MZI57BF0
SUNNYSIDE PRIMARY SCHOOL,RVX9PQP0O6
SUNRAY PRIMARY SCHOOL,TXRJHLLXB9
SUNRIDGE CIRCLE HIGH SCHOOL,QNDBHP7GWB
SUNRIDGE CIRCLE PRIMARY SCHOOL,D9WX14LJSN
SUNRIDGE PRIMÊRE SKOOL,BW3U3B3J91
SURREY PRIMARY SCHOOL,STG1091989
SUURBRAAK PRIMÊRE SKOOL,4O82LA7PO3
SWARTBERG PRIMÊRE SKOOL,8586ETNGH6
SWARTBERG SEKONDÊR,2O8ES6RP2F
SWARTLAND HOËRSKOOL,2Y96MBSCWV
SWARTLAND LAERSKOOL,1TVEO4X55R
SWEET VALLEY PRIMARY SCHOOL,XO955TBN93
SWELLENDAM HOËRSKOOL,FHG6PR9PZZ
SWELLENDAM LAERSKOOL,P1K2HF4Y7O
SWELLENDAM SEKONDÊR,RLK0BSA4N7
SYMPHONY PRIMARY SCHOOL,ZNLAY589XT
SYMPHONY SEKONDÊR,UNU6OJ1J4R
T.M. NDANDA PRIMARY SCHOOL,ZJ530X1MTZ
TABATHA PRIMARY SCHOOL,RV7X2L1YLY
TABLE VIEW HOËRSKOOL,FF1FW1AT18
TABLE VIEW PRIMARY SCHOOL,IDA6WHZO53
TAFELBERGSKOOL,JTKWYJ2N59
TAFELSIG NO.2 HIGH SCHOOL,FO429CXK10
TAFELSIG PRIMARY SCHOOL,CPPNVQWPC7
TAFELSIG SEKONDÊR,X1SNTDA5N3
TALANA NGK PRIMÊRE SKOOL,D8KZHTJ6PR
TALFALAH PRIMARY SCHOOL,T00GFYKG6D
TAMBOERSKLOOF PRIMARY SCHOOL,BT226M7R1R
TANDFONTEIN NGK PRIMÊRE SKOOL,YUVNCPWGV6
TEMBALETU,8HFOF3MREJ
TEMPERANCE TOWN PRIMÊRE SKOOL,ZO3K3ZTFNY
TESKE GEDENK PRIMÊRE SKOOL,D7NO9F8MYO
TESLAARSDAL PRIMÊRE SKOOL,3EKVMFVLEO
THANDOKHULU SECONDARY SCHOOL,J64ZEFKKMD
THE CRAGS PRIMÊRE SKOOL,1D0WRNB4XI
THE GLEBE PRIMÊRE SKOOL,MQRYQLC04K
