SchoolName,DataID
GOOD HOPE SEMINARY JUNIOR,EAYAGEM0K2
GOODWOOD KOLLEGE,HEH2LC3RWG
GOODWOOD PARK PRIMARY SCHOOL,DSRXLN2D00
GORDON SEKONDÊR,HF1FOQIF1C
GORDONSBAAI LAERSKOOL,VQZHIA29KC
GOUDINI BAD NGK PRIMÊRE SKOOL,3UBRALVNS5
GOUDINI HOËRSKOOL,RXZSQHKI8C
GRAAFWATER PRIMÊRE SKOOL,VYQDL0C1EV
GRAAFWATER SPECIAL SCHOOL,66W8FAK3P8
GRABOUW HOËRSKOOL,OFMZOTRVN7
GRASSDALE HOËRSKOOL,43SA2JXT43
GRASSY PARK EC PRIMARY SCHOOL,K5A7ZGBT38
GRASSY PARK SECONDARY SCHOOL,OL6Z3FR5RK
GREENFIELD GIRLS' PRIMARY SCHOOL,D6XYT41JG7
GREENLANDS PRIMARY SCHOOL,4V2SOUT4FO
GREYTON PRIMÊRE SKOOL,4Y6J4G4I8E
GROENBERG NGK PRIMÊRE SKOOL,4QRC2K67OV
GROENBERG SEKONDÊR,YFG50MH7MX
GROENDAL PRIMÊRE SKOOL,5TXSTG1GB5
GROENDAL SEKONDÊR,Y9HL04D3K6
GROENHEUWEL PRIMARY SCHOOL,R0II6FPADN
GROENVLEI PRIMÊRE SKOOL,IC0MX8VSIY
GROENVLEI SECONDARY SCHOOL,PNNUMJ8P3Y
GROOT BRAKRIVIER PRIMÊRE SKOOL,JO07IAL0DA
GROOT-BRAKRIVIER SEKONDÊRE SKOOL,ZIWDJ7HL0K
GROOTE SCHUUR HIGH SCHOOL,1XQNAAKLJG
GROOTE SCHUUR HOSPITAAL SKOOL,5J5NCXYOPV
GROOTE SCHUUR PRIMARY SCHOOL,51P53OUPEZ
GROOTKLOOF PRIMÊRE SKOOL,G6VC9BQES2
GROOTKRAAL UCC PRIMÊRE SKOOL,9NI904O256
GROSVENOR PRIMÊRE SKOOL,4ECCL8BW02
GROVE PRIMARY SCHOOL,CHZJ983ZMY
H. VENTER PRIMÊRE SKOOL,VDFI2SCXQV
H.F VAN CUTSEM HIGH SCHOOL,HQ2GX6G9PD
H.J. KRONEBERG JUNIOR PRIMARY SCHOOL,60QRPE07NQ
H.M. BEETS PRIMÊRE SKOOL,FVD9PCGTJY
H.M. DLIKIDLA PRIMARY SCHOOL,4RIPMVAJJ9
H.P. WILLIAMS LAERSKOOL,WUC1SROV1Z
HAARLEM SEKONDÊRE SKOOL,VHXQQ3B5GM
HABIBIA PRIMARY SCHOOL,PHUJC8BY7O
HAPPY VALLEY NO.2 PRIMARY SCHOOL,YYHL5YTQYE
HAPPY VALLEY PRIMARY SCHOOL,IEB7PTVNB5
HARKERVILLE EK PRIMÊRE SKOOL,B8QSUY6OXF
HARMONY PRIMARY SCHOOL,3JVU4VYNSH
HAROLD CRESSY HIGH SCHOOL,WOWLQD6VFW
HARRY GWALA SECONDARY SCHOOL,3WNRD3XA6G
HARTENBOS LAERSKOOL,IHJELVHC9S
HARVESTER PRIMARY SCHOOL,5VJ2LAJRKR
HAWSTON PRIMÊRE SKOOL,X6AI8VRKWE
HAWSTON SEKONDÊR,K3O81WX6T5
HAZELDENE PRIMARY SCHOOL,98UJI8GKXE
HAZENDAL PRIMARY SCHOOL,CPKMO2EL2V
HEATHERDALE PRIMARY SCHOOL,ZVYF56Z650
HEATHERLANDS HIGH SCHOOL,JRP9Q10TYR
HEATHFIELD HIGH SCHOOL,WSUBPRHDEH
HEATHFIELD PRIMARY SCHOOL,DOEJWAK7UB
HECTOR PETERSON SECONDARY SCHOOL,M62J4GYV1P
HEIDEDAL PRIMÊRE SKOOL,9LPH5MGFYW
HEIDELBERG HOËRSKOOL,7RXJ85S5JO
HEIDEVELD PRIMARY SCHOOL,T3AD57XEY8
HEIDEVELD SEKONDÊR,U8SKMP5BCZ
HEINZ PARK PRIMARY SCHOOL,33H0K5P8Z9
HELDERBERG PRIMARY SCHOOL,WQEUX23Q91
HELDERKRUIN PRIMARY SCHOOL,FLWTTNQG1F
HENDRIK LOUW LAERSKOOL,LIPRSVFJEK
HERBERT STREET SPECIAL SCHOOL,1TAZKNXJIF
HERBERTSDALE LAERSKOOL,S0LQMSL95M
HERMANUS HOËRSKOOL,T1AQOU35ST
HERMANUS PRIMARY SCHOOL,1BBMYATU93
HERMESLAAN PRIMARY SCHOOL,6CPCW3WHFA
HEROLD LAERSKOOL,GM7E1OIBH4
HEXPARK PRIMÊRE SKOOL,B380YUPYVQ
HEXRIVIER NGK PRIMÊRE SKOOL,LI9S7FN5HH
HEXVALLEI HOËRSKOOL,7LCZQ8RX3J
HEXVALLEI SEKONDÊR,5ZKIQBSYB2
HIBERNIA VGK PRIMÊRE SKOOL,AEW1M7236B
HIGHBURY PRIMARY SCHOOL,PD2NKG8DR0
HIGHLANDS PRIMARY SCHOOL,OMNVILTCT4
HILLCREST PRIMÊRE SKOOL,12FZX7IAF5
HILLCREST SEKONDÊR,6RKGHH07BF
HILLSIDE PRIMARY SCHOOL (M/PLAIN),4196AOL2S3
HILLSIDE PRIMÊRE SKOOL,QPDPW7E4IC
HILLWOOD PRIMARY SCHOOL,1Z6T1TCQB9
HINDLE HIGH SCHOOL,B15L1A0IXI
HINDLE ROAD WEST PRIMARY SCHOOL,24Q441TWZ3
HLENGISA PRIMARY SCHOOL,NUIJEGFPI7
HOEKO VGK PRIMÊRE SKOOL,ADD0BV7T86
HOEKWIL LAERSKOOL,MN5IQOOXO0
HOËR JONGENSKOOL PAARL,YDSBVDRZB4
HOËRSKOOL GIMNASIUM PAARL,FF1UV0B40Q
HOLVLEI PRIMÊRE SKOOL,6XJN25J3LH
HOLY CROSS PRIMARY SCHOOL (GEORGE),FVP1CELBC3
HOLY CROSS RC PRIMARY SCHOOL,EO7N0W0CA6
HOMBA PRIMARY SCHOOL,XXAP9T42LV
HOOFWEG PRIMARY SCHOOL,C3HJUI39LW
HOOGEKRAAL SSKV PRIMÊRE SKOOL,Q4WKTUH3O1
HOPEFIELD HOËRSKOOL,JID7Z96EJ9
HOPEFIELD PRIMÊRE SKOOL,P6EHGIBSE2
HOPOLANG PRIMARY SCHOOL,JG0I01HC64
HORNLEE PRIMÊRE SKOOL,K1A99FOOZR
HOTTENTOTS-HOLLAND HOËRSKOOL,VL7UI1RQVH
HOUT BAY PRIMARY SCHOOL,L0K7PNMTFB
HOUTBAAI SEKONDÊR,8QM1QO81WF
HUGENOTE HOËRSKOOL,EQ6YAM8GPO
HUGENOTE PRIMARY SCHOOL,QON92O4RF5
HUGO RUST LAERSKOOL,YRB0J0FQTS
HUGUENOOT VGK PRIMÊRE SKOOL,X40ASUJRPL
HUGUENOT PRIMARY SCHOOL,NXN70ETHZA
HYACINTH PRIMARY SCHOOL,2NFM4WPGS2
HYDE PARK PRIMARY SCHOOL,ZQE0IE4YUT
I. D. MKIZE SEN SECONDARY,SLKPY9VYD4
IDASVALLEI PRIMARY SCHOOL,2ARVY9XUDM
IHLUMELO JUNIOR SECONDARY SCHOOL,Y2WCCF66U8
IINGCINGA ZETHU SECONDARY SCHOOL,FN79RZ44HB
IKAMVALETHU SECONDARY SCHOOL,K9G61O14MV
IKAYA PRIMARY SCHOOL,W7XD26GOF8
IKHUSI PRIMARY SCHOOL,9Z8NAMUJG2
IKHWEZI leSIZWE PRIMARY SCHOOL,SRG2RXO8GI
ILINGELETHU SECONDARY SCHOOL,TSJZRCFDF0
IMBASA PRIMARY SCHOOL,V90EIFKW3H
IMBONISELO PRIMARY SCHOOL,ZVEUEYN10X
IMEKHAYA PRIMARY SCHOOL,MXAO30961S
IMIZAMO YETHU SECONDARY SCHOOL,VZI2TAMGXH
IMMACULATA (R.C) GIRL'S HIGH SCHOOL,SVN4R1GIP9
IMPENDULO PUBLIC PRIMARY SCHOOL,IXWEMMAWQV
IMPERIAL PRIMARY SCHOOL,R76ZZIRZ76
IMVUMELWANO PRIMARY SCHOOL,VE1SX3GHXL
INDWE SECONDARY SCHOOL,GAGIG34RXE
INGOMSO LETHU PRIMARY SCHOOL,2OCNRZJ2KI
INJONGO PRIMARY SCHOOL,D94VSC9PW5
INKANINI PRIMARY SCHOOL,8VOOY54C2D
INKWENKWEZI SECONDARY SCHOOL,N83SOEKQQB
INTLANGANISO SECONDARY SCHOOL,C4J7B94B8U
INTSEBENZISWANO SECONDARY SCHOOL,D81F29ABOO
INTSHAYELELO PRIMARY SCHOOL,ZLQ176BOUW
INTSHINGA PRIMARY SCHOOL,OUC1Y031KN
INTSHUKUMO SECONDARY SCHOOL,OWXMKOTJA3
IQHAYIYA SECONDARY SCHOOL,ADHYAV0TA0
IRISTA PRIMARY SCHOOL,0OKH9A3AFC
ISALATHISO PRIMARY SCHOOL,1L4HZUBLYE
ISIKHOKELO PRIMARY SCHOOL,9L800HJOLX
ISILIMELA SECONDARY SCHOOL,2PYO8KHZSL
ISIPHIWO PRIMARY SCHOOL,5DTQGFY6Q4
ITHEMBA PRIMARY SCHOOL,GAUSUD6UH2
ITSITSA PRIMARY SCHOOL,RUVKLU6LPS
J.G. MEIRING HOËRSKOOL,XTNFLJ152W
J.J. RHODE PRIMÊRE SKOOL,IUTAEPQP20
J.S. KLOPPER PRIMARY SCHOOL,THLOATEUP5
JAKES GERWEL TECHNICAL SCHOOL,1L83309XO4
JAMAICAWEG PRIMARY SCHOOL,KZTUZPFL93
JAN KRIEL-SKOOL,WQXGCMVENL
JAN VAN RIEBEECK HOËRSKOOL,B0WIFSK0FF
JAN VAN RIEBEECK PRIMÊRE SKOOL,9K5YY1AVDP
JOE SLOVO SECONDARY SCHOOL,B00UF4DACC
JOHN D CRAWFORD PRIMÊRE SKOOL,E0JGH0GVQL
JOHN GRAHAM PRIMARY SCHOOL,J3BNLV5HT0
JOHN PAMA PRIMARY SCHOOL,NX5G26O8PE
JOHN RAMSAY HOËRSKOOL,QN56P1HJ79
JONGA STREET SECONDARY SCHOOL,IS284KMST0
JONGENSKLIP PRIMÊRE SKOOL,0NW0OTBDOX
JOOSTENBERG SSKV PRIMÊRE SKOOL,CK02FJ8CUY
JUPITER STREET PRIMARY SCHOOL,AT7U2UR74C
JURIE HAYES PRIMARY SCHOOL,PCD0HWZLEA
KAIROS PRIMARY SCHOOL,5DALTIYIZ6
KAIROS SEKONDÊR,0T48SFUPLU
KALKFONTEIN PRIMARY SCHOOL,HHO1JS75WU
KALKSTEENFONTEIN PRIMÊRE SKOOL,9AZ1IQHDO9
KANNEMEYER PRIMARY SCHOOL,0X9B9FEA0K
KARATARA LAERSKOOL,15BSH4R7GZ
KARITAS SKOOL,447ATRDFCD
KAROOKOP PRIMÊRE SKOOL,EQJ6BV2Y66
KASSELSVLEI KOMPREHENSIEWE HOËRSKOOL,PIIJALWM69
KASSELSVLEI PRIMARY SCHOOL,C7CSGCYL15
KATHLEEN MURRAY PRIMÊRE SKOOL,8GG2ZOBTEY
KAYAMANDI PRIMARY SCHOOL,BV3QGLCP0J
KAYAMANDI SECONDARY SCHOOL,W4AOP7RCEA
KEEROM SSKV PRIMÊRE SKOOL,HL90NYJAWC
KEISIE VGK PRIMÊRE SKOOL,W1CK5F2Y29
KENMERE PRIMARY SCHOOL,Y1W1OQKK9Y
KENRIDGE PRIMARY SCHOOL,ATG0WDLNTL
KENSINGTON SECONDARY SCHOOL,JQ6OLKLZS6
KENWYN PRIMARY SCHOOL,BSMXC926GP
KERRIA PRIMARY SCHOOL,S0I4UX6L1T
KERSBOSLAAGTE SSKV PRIMÊRE SKOOL,QBBRFM607G
KEWTOWN PRIMARY SCHOOL,B68JW59A98
KHANYA PRIMARY SCHOOL,AC4TJ97ZAB
KHANYOLWETHU SECONDARY SCHOOL,S1SDPHCUT4
KHAYELITSHA LSEN SCHOOL,88TM73XY6E
KIRSTENHOF PRIMARY SCHOOL,WYRFS2OPO2
KLAARSTROOM PRIMÊRE SKOOL,92J7DUP36H
KLAASVOOGDS PRIMÊRE SKOOL,AI81CRGASW
KLAPMUTS HIGH SCHOOL,BE8U7SZN8X
KLAPMUTS HILL PRIMARY SCHOOL,ZT5P5EMJ99
KLAPMUTS PRIMÊRE SKOOL,Z4WQ1ZNGN7
KLAWER LAERSKOOL,9BWN3JF6L1
KLAWERVLEI PRIMÊRE SKOOL,A4Q2545W5E
KLEIN NEDERBURG SEKONDÊR,YIEBC9Y5XD
KLEINBERG PRIMARY SCHOOL,OK11L971Z7
KLEINFONTEIN PRIMÊRE SKOOL,SRJD407AGJ
KLEINKARNMELKVLEI NGK PRIMÊRE SKOOL,FLTUBFMJB9
KLEINMOND LAERSKOOL,7LYDZ9FPPZ
KLEINMOND PRIMARY SCHOOL,NZK0E0M2TF
KLEINRIVIER VGK LAERSKOOL,C83IFX0OHD
KLEINVLEI SEKONDÊR,7IQDTOUSTD
KLIPDALE EK PRIMÊRE SKOOL,R92MRTE04J
KLIPDRIFT EK PRIMÊRE SKOOL,ZHNQN7F2KD
KLIPFONTEIN MET PRIMÊRE SKOOL,VGGYM31QZD
KLIPFONTEIN PRIMÊRE SKOOL,VVURV863QY
KLIPHEUWEL PRIMÊRE SKOOL,90JTCQG03S
KLUITJIESKRAAL NGK PRIMÊRE SKOOL,CESFXPVMVB
KNYSNA HOËRSKOOL,MGZ0RLP1XC
KNYSNA PRIMARY SCHOOL,91XFPA65UD
KNYSNA SEKONDÊR,5KZ77RZVKR
KOEBERG HIGH SCHOOL,6C15LF89TT
KOEBERG PRIMARY SCHOOL,98JF76RCPR
KOEKENAAP VGK PRIMÊRE SKOOL,M31M9KK95C
KOELFONTEIN NGK PRIMÊRE SKOOL,91QQC78CQD
KOMMANDANTSDRIFT SSKV PRIMÊRE SKOOL,QKEL5TCH8M
KOMMETJIE PRIMARY SCHOOL,ISPJ8EN34P
KOOS SADIE PRIMARY SCHOOL,BZQQ2H8PXJ
KORANRUG PRIMÊRE SKOOL,FF7BNQF65Z
KORINGBERG PRIMÊRE SKOOL,0KN82HWQTO
KOSIE DE WET PRIMARY SCHOOL,WKR7X84Z2K
KOUE BOKKEVELD LAERSKOOL,OMFWJIVXCW
KRAAIFONTEIN AME PRIMÊRE SKOOL,IT0FFXXSRS
KRAAIFONTEIN HIGH SCHOOL,G9K8RH7BMO
KRANSHOEK PRIMÊRE SKOOL,BG9KDKV493
KRETZENSHOOP PRIMÊRE SKOOL,H4AKUKD86N
KROMLIN PRIMÊRE SKOOL,9UEXXFFGM8
KRONENDAL PRIMARY SCHOOL,EW54EE221L
KRUISRIVIER-WES UCC PRIMÊRE SKOOL,1RJ7AQXTHT
KUILS RIVER PRIMARY SCHOOL,4XXNZ3AOGZ
KUILS RIVER TECHNICAL SECONDARY SCHOOL,VF0Y8NV8OS
KUKHANYILE PUBLIC PRIMARY SCHOOL,HLTGWPQDO9
KULANI SECONDARY SCHOOL,MN9U1SJ7D8
KUYAKHANYA PRIMARY,LP03NHU9AK
KUYASA PRIMARY SCHOOL,TYG6W0K9N3
KWA-FAKU PRIMARY SCHOOL,58DDORGECC
KWAMFUNDO SECONDARY SCHOOL,993OUFEZD5
KWANOKUTHULA PRIMARY SCHOOL,RP6WJ82G51
KWEEKKRAAL NGK PRIMÊRE SKOOL,VZQFYUCDT4
KYLEMORE SEKONDÊR,PES3DA8MGS
L.K. ZEEMAN ACADEMY,NQ1K7OA7AU
L.R. SCHMIDT MOR PRIMARY SCHOOL,E7177JGVS4
LA PLAISANTE NGK PRIMÊRE SKOOL,YE892X2IWO
LA ROCHELLE GIRLS PRIMARY SCHOOL,Z430PQ7W9V
LA ROCHELLE MEISIES HOËRSKOOL,6PPWWLYW9D
LAASTEDRIF NGK PRIMÊRE SKOOL,4QGTGF6MBB
LABIANCE PRIMARY SCHOOL,8WUCMCXKHS
LABORI HOËRSKOOL,7M6A03WFOD
LADISMITH HOËRSKOOL,YJ55IVOQCV
LADISMITH SEKONDÊR,6BQ7UQ491W
LAERSKOOL WAVEREN,1MIRCKZ21R
LAINGSBURG HOËRSKOOL,YQ3IWP8W3G
LAMBERTS BAY HIGH SCHOOL,5JHU7344XN
LANCEWOOD PRIMÊRE SKOOL,TL34ZB5YBX
LANGA SECONDARY SCHOOL,XOC2K55DVB
LANGABUYA PRIMARY SCHOOL,2I59PYLFU8
LANGEBAAN PRIMÊRE SKOOL,TBMPCIQRVR
LANGEBAANWEG LAERSKOOL,CD42RE22HJ
LANGEBERG SEKONDÊR,I3R2KDB2YZ
LANGENHOVEN GIMNASIUM,YS3I1O1EEE
LANGENHOVEN HOËRSKOOL,SLZWMCVWRV
LANGERUGSKOOL,GTZDZAFW6I
LANGVLEI SSKV PRIMÊRE SKOOL,IPKBTXPTJ8
LANTANA PRIMARY SCHOOL,PIX3UYVSYV
LATEGANSVLEI SSKV PRIMÊRE SKOOL,CV06YH7ER2
LATHI-THA SCHOOL OF SKILLS,FIBP3UKVB2
LAURIE HUGO PRIMÊRE SKOOL,7U2A1VJKMQ
LAURUS PRIMERE SKOOL,UD8Q6BC93W
LAVENDER HILL HIGH SCHOOL,BUCFR3727M
LAVISRYLAAN PRIMARY SCHOOL,Y189NKPYB8
LAWRENCIA PRIMÊRE SKOOL,EFCTZM0BZ8
LE CHASSEUR VGK PRIMÊRE SKOOL,T93PN3NDEP
LEEU GAMKA PRIMÊRE SKOOL,19MAZUHZPY
LEHLOHONOLO PRIMARY SCHOOL,1W2RM47EOI
LEIDEN AVENUE PRIMARY SCHOOL,GM5IN02MAX
LEIDEN JUNIOR HIGH SCHOOL,G23G4PKL0I
LEIDEN PRIMARY SCHOOL,V45AKJ1QBB
LEIDEN SECONDARY SCHOOL,4L94FD73WA
LEIPOLDTVILLE NGK PRIMÊRE SKOOL,2QMYUO2DHP
LEIPZIG SSKV PRIMÊRE SKOOL,R1S45I3Q9A
LEMOENPOORT PRIMÊRE SKOOL,ZQG264UMB0
LEMOENSHOEK NGK PRIMÊRE SKOOL,8R2IGPXN7L
LENTEGEUR SCHOOL FOR LSEN-SMH,QGD83E6VD9
LENTEGEUR SECONDARY SCHOOL,C5G56SZ98G
LEONSDALE PRIMÊRE SKOOL,LF0F0UIJDZ
LEVANA PRIMARY SCHOOL,Y1Z6QVVKXV
LIEBENBERG PRIMARY SCHOOL,7UFKBJ3W62
LIESBEECK PRIMARY SCHOOL,OFPNO8JSO6
LIGSTRAAL SKOOL,W78B8SGZA6
LINGE PRIMARY SCHOOL,QLD2HQKYYW
LINGOMSO PRIMARY SCHOOL,CURET0RMLO
LITHA PRIMARY SCHOOL,HQJSIQE6MU
LITTLEWOOD PRIMARY SCHOOL,LUV9NWBDP7
LIVINGSTONE HIGH SCHOOL,26B2VU1J1J
LIWA PRIMARY SCHOOL,3ZSQGN5AF5
LLANDUDNO PRIMARY SCHOOL,UK68D25BTG
LOCHNERHOF LAERSKOOL,D08EZMRF5T
LORETO PRIMARY SCHOOL,O4ZTOH3WWX
LORRAINE NGK PRIMÊRE SKOOL,LG8G1RP7W2
LOTUS RIVER PRIMARY SCHOOL,I2X9VL2PDQ
LOTUS SEKONDÊR,TZQ7B9NRJM
LOURIER PRIMARY SCHOOL,R0W53FJ7Y6
LOUWVILLE HOËRSKOOL,M0ESJMK9AO
LOWER CROSSROADS HIGH SCHOOL,1AQ9ZES6WI
LUCKHOFF SEKONDÊR,4615W7KI4T
LUDWE NGAMLANA PRIMARY SCHOOL,9EXCX1E7OK
LUHLAZA SECONDARY SCHOOL,UANYAFS5HB
LUKHANYO PRIMARY SCHOOL,416KM5R9JX
LULEKA PRIMARY SCHOOL,QGE1ID7T4R
LUTZVILLE HOËRSKOOL,98W3EC6QI9
LUTZVILLE NGK PRIMÊRE SKOOL,MHCDB3L8FR
LUZUKO PRIMARY SCHOOL,X602LZSBOT
LWANDLE HIGH SCHOOL,KZD7LAMNQ4
LWANDLE PRIMARY SCHOOL,TNZ52TOBZP
LWAZI PRIMARY SCHOOL,6B5G2JOAPJ
M M MATEZA PRIMARY SCHOOL,TFSVAX2IOQ
MACASSAR PRIMÊRE SKOOL,VDM384OSKB
MACASSAR SEK,VGH8SAGKKN
MAGNOLIA PRIMÊRE SKOOL,UV3DBRGNY6
MAITLAND HIGH SCHOOL,LBZXVNON6Z
MAKUPULA SECONDARY SCHOOL,AWO6SCKI7Z
MALIBU SEKONDÊR,Q9P9EDJ952
MALMESBURY HIGH SCHOOL NO.2,0VEMEL1X7N
MAMRE PRIMÊRE SKOOL,WN8HPL16MD
MANDALAY PRIMARY SCHOOL,D73UCQF5GK
MANDLENKOSI SECONDARY SCHOOL,W6W251QTEV
MANENBERG PRIMARY SCHOOL,E9W9CZZT04
MANENBERG SEKONDÊR,WZKX912GML
MANYANO HIGH SCHOOL,S1SHG2W8YV
MANZOMTHOMBO SECONDARY SCHOOL,VN5K69KVB9
MARAISDAL NGK PRIMÊRE SKOOL,38VW18SVN7
MARCONI BEAM PRIMARY SCHOOL,ZBZW5AZ93H
MARIAN RC SECONDARY SCHOOL,1M2W7OFAUR
MARINE PRIMARY SCHOOL,LKGUM6PPTO
MARVIN PARK PRIMARY SCHOOL,NYK9YIKEXJ
MARY HARDING SKOOL,53RBE58WUG
MARY KIHN SCHOOL,5XAW3SWEO0
MASAKHANE PRIMARY SCHOOL,Z3UTVSMGXY
MASAKHEKE COMBINED SCHOOL,R09ANPQGWE
MASIBAMBANE SECONDARY SCHOOL,FWTEGEGQM4
MASIBAMBISANE SECONDARY SCHOOL,TKJD74NVW4
MASIFUNDE PRIMARY SCHOOL,0L6ZM5GD1H
MASIPHATHISANE PRIMARY SCHOOL,HT8RA0H09O
MASIPHUMELELE HIGH SCHOOL,QKRMN1XWYJ
MASIPHUMELELE PRIMARY SCHOOL,3N4QC5J0GG
MASIVUKE PRIMARY SCHOOL,FHFH44RVQF
MASIYILE SENIOR SECONDARY SCHOOL,DUYJ0D4LQH
MASKAM PRIMÊRE SKOOL,EM7TXEO19X
MASONWABE PRIMARY SCHOOL,IFBZCGMJF1
MATJIESFONTEIN LB PRIMÊRE SKOOL,UC5R6IEJ8M
MATJIESRIVIER NGK PRIMÊRE SKOOL,EDROPGUXLQ
MATROOSBERG HOLY TRINITY RC PRIMARY SCHOOL,NGV61A773H
MATROOSBERGWEG PRIMARY SCHOOL,WGQ0YKS6S3
MATROOSFONTEIN PRIMARY SCHOOL,S6RFLBMX63
MATTHEW GONIWE MEMORIAL HIGH SCHOOL,UUDONHKIWC
MAXONIA NGK PRIMÊRE SKOOL,58K5GZXLKW
MBEKWENI PRIMARY SCHOOL,W8L8K9EKLY
MCGREGOR PRIMÊRE SKOOL,6POO7M8KGQ
MEADOWRIDGE PRIMARY SCHOOL,ON91RKP0XA
MEIRING PRIMÊRE SKOOL,EUHN2LYVXO
MELKBOS HIGH SCHOOL,IOLWNQKL7W
MELKHOUTFONTEIN PRIMÊRE SKOOL,4HE9QDMCAI
MELTON PRIMARY SCHOOL,U6Q0XZ0YYI
MERRYDALE PRIMARY SCHOOL,I16Y6BFGH4
MERWEVILLE PRIMÊRE SKOOL,9GBEJDQMK7
MEULENHOF PRIMARY SCHOOL,WT68XOMIU3
MFULENI PRIMARY SCHOOL,CW2H9XV4W0
MFULENI SECONDARY SCHOOL,JVLXY6OTVU
MFULENI TECHNICAL ACADEMY,U487MHX159
MIDDELDEURVLEI NGK PRIMÊRE SKOOL,WORI0LMSQA
MIDDELPOS PRIMARY SCHOOL,PQD2FF0Q95
MIDDELRIVIER PRIMÊRE SKOOL,OYHSAMAUE5
MIKRO LAERSKOOL,A73SWCJNNT
MILKWOOD PRIMARY SCHOOL,LEOE4YPDSQ
MILNERTON HIGH SCHOOL,H0O0A7X7T7
MILNERTON PRIMARY SCHOOL,P4IOT88R6F
MIMOSA PRIMARY SCHOOL,5SHFW1CHAI
MISPAH-SKOOL,I6HIDU8POI
MITCHELL HEIGHTS PRIMARY SCHOOL,YOLEL8ZSQL
MITCHELL'S PLAIN HIGH SCHOOL,KI8DYVQU3L
MITCHELL'S PLAIN PRIM,6DVEW2QV43
MITCHELL'S PLAIN SCHOOL OF SKILLS,QKBCRKNHGO
MKHANYISELI PRIMARY SCHOOL,1MHPK3Q49E
MODDERDAM SEKONDÊR,992SABEGW9
MOKONE PRIMARY SCHOOL,D2FMCXX64I
MOLENBEEK SKOOL,MIO42TT8S5
MOLENRIVIER PRIMÊRE SKOOL,W4542XXQS0
MONDALE HIGH SCHOOL,074UKKNZZZ
MONTAGU DRIVE PRIMARY SCHOOL,C8C9RUGMI8
MONTAGU HOËRSKOOL,DEA0CDW5C4
MONTAGU LAERSKOOL,55BKO8HCI4
MONTAGU'S GIFT PRIMARY SCHOOL,G9661OO6H1
MONTANA HOËRSKOOL,U7JRIISK0L
MONTANA PRIMARY SCHOOL,3M88PQ0MUQ
MONTE VISTA PRIMARY SCHOOL,IQ9IWGZQ8E
MONTEVIDEO PRIMARY SCHOOL,PN0SQ6AV23
MONTROUGE VGK PRIMÊRE SKOOL,ARV19HAOOK
MONUMENT PARK HOËRSKOOL,7ERRMEE22K
MOOI UITSIG PRIMÊRE SKOOL NO.2,1IQFQ3X1TF
MOOI-UITSIG PRIMÊRE SKOOL,5OR8PJTBAB
MOORREESBURG HOËRSKOOL,XDE30ODUJB
MORESTER SEK,JFYXQOU2JB
MORGENSON PRIMARY SCHOOL,KH14LXG41T
MORNING STAR NGK PRIMÊRE SKOOL,65Z2D47ZBI
MORRISDALE PRIMÊRE SKOOL,ZK831V49E4
MOSHESH PRIMARY SCHOOL,3GD40CIGGP
MOSSELBAAI EK PRIMÊRE SKOOL,4K81QJC88P
MOUNT PLEASANT PRIMÊRE SKOOL,ZFVAWFIJS2
MOUNT VIEW SECONDARY SCHOOL,USSWYHXOAN
MOUNTAIN ROAD PRIMARY SCHOOL,O9YLXEM0ZG
MSEKI PRIMARY SCHOOL,Y9NX66S36W
MUHAMMADEYAH MOS PRIMARY SCHOOL,6UKUFNF8QG
MUIZENBERG HIGH SCHOOL,FHY74P2FKP
MUIZENBERG JUNIOR SCHOOL,1JIGGQ5SJQ
MULLERSRUS PRIMÊRE SKOOL,ZFXYHMN889
MURRAY HIGH SCHOOL,DQG8B83ZUT
MURRAYSBURG HOËRSKOOL,KO58QZZHR5
MURRAYSBURG PRIMARY SCHOOL,D9QHNU6KEP
MVULA PRIMARY SCHOOL,BMYBXQY4MJ
MZAMOMHLE PRIMARY SCHOOL,8J45XBZTUA
MZAMOMTSHA PRIMARY SCHOOL,VUDFCIVB3Z
MZOXOLO PRIMARY SCHOOL,H5GPX46310
NAASTDRIFT PRIMÊRE SKOOL,IKOY5T5A45
NAL'IKAMVA PRIMARY SCHOOL,QO866K0QDC
NAL'UXULO PRIMARY SCHOOL,X5L8YTSN3G
NAPHAKADE PRIMARY SCHOOL,2RKLY73MIY
NDULI PRIMARY SCHOOL,TJOT1QRTV4
NEBO PRIMARY SCHOOL,R3FLI3HRVR
NED DOMAN HIGH SCHOOL,09CRQ0EPAK
NEDERBURG PRIMÊRE SKOOL,8M03DUG1O8
NERINA PRIMARY SCHOOL,SE51GNIJ7V
NEW DAWN PARK PRIMÊRE SKOOL,GR6EQRKT73
NEW EISLEBEN SECONDARY SCHOOL,KZ83R31INM
NEW HORIZON HIGH SCHOOL,CKILAI08ZA
NEW ORLEANS PRIMÊRE SKOOL,765P82K4ZO
NEW ORLEANS SEKONDÊR,6C3XFJ4Y99
NEW VREDENBURG HIGH SCHOOL,X9NYVMQCXX
NEWFIELDS PRIMARY SCHOOL,IR5VESZG38
NEWTON PRIMÊRE SKOOL,65K0ITBRJ4
NIEUWE DRIFT PRIMARY SCHOOL,B42BWYE2G0
NIEUWE MORGEN PRIMÊRE SKOOL,I9XU41DDFX
NIEUWOUDT PRIMÊRE SKOOL,P9SA9U8FPS
